mah_id,mahalle_adi,ilce_adi,toplam_nufus,toplam_bina,vs30_mean,rjb_distance_km,pga_scenario_mw72,pga_scenario_mw75,earthquake_min_distance_km,earthquake_count_10km,max_magnitude_nearby_20km,strong_earthquakes_20km,insan_etkisi,bina_etkisi,zemin_etkisi,altyapi_etkisi,barinma_etkisi,risk_score,risk_class_5,ml_predicted_class,ml_confidence,ml_risk_score,ml_proba_class_1,ml_proba_class_2,ml_proba_class_3,ml_proba_class_4,ml_proba_class_5,ml_ensemble_score
100581,Eskiçöte Mahallesi,Bilinmeyen İlçe,100,55,428.8387853447143,45.34075399831152,0.0029455024196443,0.0027269538398481,2.000264721474966,14,3.5686595098299114,1,0.1233683073611325,0.1233683073611325,0.3938187072461886,0.1810198673155961,0.1233683073611325,0.1810198673155961,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100582,Boğaziçi Mahallesi,Bilinmeyen İlçe,2961,330,420.3888887800776,34.18128001379848,0.002898949203034,0.0043263744779084,6.407931610257253,23,4.282356301042474,0,0.1951266480037662,0.1951266480037662,0.332532301966014,0.1154648538385685,0.1951266480037662,0.1154648538385685,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100583,Kale Mahallesi,Bilinmeyen İlçe,17243,1607,508.5789063285169,28.522075748352087,0.0026714823814913,0.0039972791178708,3.4764792586347086,12,4.272762742850591,0,0.1476100374807605,0.1476100374807605,0.1775343856461725,0.1513067873914241,0.1476100374807605,0.1513067873914241,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100584,Sarıkaya Mahallesi,Bilinmeyen İlçe,21299,1801,489.4754858954082,27.40303449811032,0.0032747147537178,0.0031699859255446,2.9662320289043103,9,4.208619487078243,0,0.1317772932525529,0.1317772932525529,0.263219204005194,0.2007513118597872,0.1317772932525529,0.2007513118597872,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100585,Sanayi Mahallesi,Bilinmeyen İlçe,32922,2457,376.3864073117202,23.662406415577863,0.00318632409324,0.0035832465635575,8.085472734559552,17,3.678752852156209,0,0.1500897436439053,0.1500897436439053,0.2224270971230385,0.2007419057081919,0.1500897436439053,0.2007419057081919,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100586,Mustafacık Mahallesi,Bilinmeyen İlçe,12748,716,500.1907367706735,40.53982806387606,0.0024723068893291,0.0043995321170118,4.306830836762361,12,3.9925127735573978,1,0.2442000568784929,0.2442000568784929,0.1698702507607681,0.2052175821222301,0.2442000568784929,0.2052175821222301,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100587,Emek Mahallesi,Bilinmeyen İlçe,4393,506,502.8177491850222,55.08093891731604,0.0019208290415554,0.0031847109188418,7.6004978885040835,0,4.041695309868102,0,0.2067000250407374,0.2067000250407374,0.3674280355997847,0.1981842165441808,0.2067000250407374,0.1981842165441808,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100588,Akbayır Mahallesi,Bilinmeyen İlçe,45567,3452,496.5560357570329,50.567943143042406,0.0034456719508026,0.0033978221366771,4.419117035977701,19,4.04472634599562,2,0.1801236718141181,0.1801236718141181,0.1990563918760354,0.2208864088828826,0.1801236718141181,0.2208864088828826,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100589,Hacıbektaşlı Mahallesi,Bilinmeyen İlçe,25939,2102,527.7877404689863,22.313364491273624,0.0041091334965604,0.0035286756349898,7.1460419896072445,17,3.5529432149429065,0,0.1481811688170247,0.1481811688170247,0.1759932303617092,0.1729878865000494,0.1481811688170247,0.1729878865000494,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100590,Şeyh Kuyusu Mahallesi,Bilinmeyen İlçe,12363,1268,373.05409504563335,36.19490879962631,0.0030721550097175,0.0025831471161852,3.332803434067188,8,3.5612088878448502,0,0.1595944772510823,0.1595944772510823,0.363630387842268,0.1506598717188365,0.1595944772510823,0.1506598717188365,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100591,Mehmet Akif Ersoy Mahallesi,Bilinmeyen İlçe,100,307,334.6537763217619,48.61122488184759,0.0033605597604379,0.0036597770506099,3.954450103566873,20,4.114545462111365,0,0.1007094751762263,0.1007094751762263,0.2979197073347411,0.2512009386404088,0.1007094751762263,0.2512009386404088,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100592,Akseki Mahallesi,Bilinmeyen İlçe,4894,464,512.8673947963746,50.55891677710785,0.0029705835729342,0.0033895341375301,5.382248467672785,3,3.7419171466893473,1,0.1872293199236565,0.1872293199236565,0.3013557703554961,0.1837839437381666,0.1872293199236565,0.1837839437381666,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100593,Cumhuriyet Mahallesi,Bilinmeyen İlçe,14255,1022,497.14301674246735,38.53509321373523,0.0028620242741519,0.0033191380819533,4.874212266200284,10,3.997442910800769,0,0.1302358225991909,0.1302358225991909,0.3017159494833809,0.3386755402965727,0.1302358225991909,0.3386755402965727,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100594,Karadana Mahallesi,Bilinmeyen İlçe,9846,645,441.0967831257461,36.193455869479735,0.0029658524263549,0.0030087559385503,6.5681120765007135,18,3.4208357512777665,0,0.1984012537935292,0.1984012537935292,0.1535182102873505,0.1468417559661334,0.1984012537935292,0.1468417559661334,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100595,Dedeler Mahallesi,Bilinmeyen İlçe,100,117,579.1433552367498,40.71705080467466,0.0022918655703296,0.00317861180855,4.082246309950007,4,4.058054791518547,1,0.1905130022187666,0.1905130022187666,0.3721450130861812,0.3141534923137736,0.1905130022187666,0.3141534923137736,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100596,Yukarı Emirler Mahallesi,Bilinmeyen İlçe,49070,3908,625.8912352140899,35.86245347168417,0.0027037672723097,0.0036635361874389,3.835877331813976,18,3.403976843678809,0,0.1380623698968282,0.1380623698968282,0.1367383189555341,0.2780609397592826,0.1380623698968282,0.2780609397592826,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100597,Dağkalfat Mahallesi,Bilinmeyen İlçe,100,185,339.4275295367427,45.37621508997519,0.0028962078274284,0.0041606581014017,4.336011082239848,0,3.743589114233999,3,0.1579830282773962,0.1579830282773962,0.2048489521035421,0.1241958102472636,0.1579830282773962,0.1241958102472636,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100598,Susuz Mahallesi,Bilinmeyen İlçe,100,10,422.6014959733945,62.5548050115616,0.0036275527082915,0.0038433546021742,5.892025021457076,17,3.89150016356292,0,0.1581643026540066,0.1581643026540066,0.2229697779620954,0.2001338973297441,0.1581643026540066,0.2001338973297441,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100599,Okçular Mahallesi,Bilinmeyen İlçe,7781,556,412.598816090838,43.81018438286326,0.0036553029564067,0.0040855509858347,2.486869328109129,27,3.704552449514621,0,0.1800366507572796,0.1800366507572796,0.2192539818512982,0.169888904632022,0.1800366507572796,0.169888904632022,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100600,Mahmutoğlan Mahallesi,Bilinmeyen İlçe,31529,2694,373.4204497949654,45.03724520934771,0.0034548916725505,0.0034551680392301,6.380511858245606,0,3.0,1,0.0910665381851238,0.0910665381851238,0.1598857848893795,0.1487793555027237,0.0910665381851238,0.1487793555027237,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100601,Çitköy Mahallesi,Bilinmeyen İlçe,12557,947,421.0933428634876,35.21196823928182,0.0036573942457595,0.004058067144369,5.046938644585232,31,3.9527085062203926,0,0.2076947067269245,0.2076947067269245,0.2283702880691367,0.1166131914084398,0.2076947067269245,0.1166131914084398,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100602,Saraycık Mahallesi,Bilinmeyen İlçe,29172,2850,451.9302542678528,60.166305829985504,0.0030456573643056,0.0033097720479168,3.7390830916290447,31,3.5659568355836684,0,0.1867634654987493,0.1867634654987493,0.2178410807091091,0.1362030194137704,0.1867634654987493,0.1362030194137704,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100603,Sarıkoz Mahallesi,Bilinmeyen İlçe,15274,1335,535.7108609448336,22.265904844777943,0.0025279362217687,0.0039027902372653,5.366946237423134,15,4.179156151973036,0,0.099502289866192,0.099502289866192,0.2568410663711679,0.0970575008817122,0.099502289866192,0.0970575008817122,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100604,Sele Mahallesi,Bilinmeyen İlçe,100,10,450.0112557045871,57.556932899848256,0.0031190856530698,0.0030796140550506,5.441261608614327,11,3.897427471860063,0,0.1790283843517807,0.1790283843517807,0.2476920223892585,0.2798095613212837,0.1790283843517807,0.2798095613212837,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100605,Yazlıca Mahallesi,Bilinmeyen İlçe,15577,1517,491.4981837834671,26.538535418235185,0.0027208675620971,0.0034759512884786,6.736888621191863,34,3.654755860733837,0,0.1527628049143338,0.1527628049143338,0.236210003403707,0.242883903651062,0.1527628049143338,0.242883903651062,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100606,Karaman Mahallesi,Bilinmeyen İlçe,28196,2463,460.60996358224,53.7733846555365,0.0028435817634742,0.0040154596691834,4.423874403297443,19,3.765931230562865,1,0.1472073908673594,0.1472073908673594,0.1913659169513172,0.1555860648470775,0.1472073908673594,0.1555860648470775,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100607,Karaağaç Mahallesi,Bilinmeyen İlçe,39283,3469,309.6354965924355,33.821579338353686,0.0020940053312189,0.0030246546532923,0.1,13,3.4574174542516065,0,0.1529952628398219,0.1529952628398219,0.1939057078461085,0.1656708840246473,0.1529952628398219,0.1656708840246473,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100608,Tahtayazı Mahallesi,Bilinmeyen İlçe,36714,2838,509.9385865943425,50.5086998817007,0.0018307858998784,0.0031923236166192,7.9689181856514,1,4.15948281099339,1,0.1491066709299457,0.1491066709299457,0.2774057465225165,0.1426617089183454,0.1491066709299457,0.1426617089183454,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100609,Aşağı Çavundur Mahallesi,Bilinmeyen İlçe,7968,738,465.173044544155,42.66463344594301,0.0026406564779255,0.0038161496048916,5.252951350976749,0,3.640588544909906,0,0.1052247739845697,0.1052247739845697,0.2161047426471459,0.170650629488947,0.1052247739845697,0.170650629488947,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100610,Gökçedere Mahallesi,Bilinmeyen İlçe,4318,453,459.2333524448947,36.50115977695174,0.0030915064641557,0.0030042364794476,5.210557247819356,16,3.3490859421927555,0,0.1997846877185181,0.1997846877185181,0.2716478172892523,0.1629133140995855,0.1997846877185181,0.1629133140995855,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100611,Sığırlıhacı Mahallesi,Bilinmeyen İlçe,35198,3013,418.1642626214665,44.765790453911286,0.0030453954514835,0.00264102134314,6.726121562505428,10,4.226185487832202,0,0.1437784607928094,0.1437784607928094,0.1942108617667063,0.2682890198580571,0.1437784607928094,0.2682890198580571,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100612,Kutuören Mahallesi,Bilinmeyen İlçe,4437,525,365.874005112274,41.56138173511697,0.002007656029277,0.0033664312570291,5.880707987755828,9,3.4848687113732097,0,0.1923059234647967,0.1923059234647967,0.3028336748753049,0.1911583919146227,0.1923059234647967,0.1911583919146227,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100613,Tuğla Mahallesi,Bilinmeyen İlçe,11805,948,520.0443372957169,39.32671141956638,0.0031244185393756,0.0032148734035859,7.298818587332494,27,3.788933314079328,0,0.1207852485159759,0.1207852485159759,0.211554046943802,0.087506476157148,0.1207852485159759,0.087506476157148,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100614,Gümüşyayla Mahallesi,Bilinmeyen İlçe,100,10,452.1077864647871,47.20508452680578,0.0035533872593121,0.0037073922310396,3.0732073176028623,0,3.272939390179549,2,0.086550871137275,0.086550871137275,0.2362003172482035,0.1437709305299406,0.086550871137275,0.1437709305299406,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100615,Yakuphasan Mahallesi,Bilinmeyen İlçe,14545,1050,458.8506114149209,28.08510120031581,0.0029088015063087,0.0045124344702479,4.150128420524952,13,3.7392431007592752,1,0.1587265704172242,0.1587265704172242,0.2874521583747403,0.2154342650405913,0.1587265704172242,0.2154342650405913,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100616,Yılmaz Mahallesi,Bilinmeyen İlçe,15065,1219,460.5229374572701,37.21867885416369,0.0020938206467864,0.0048153075049259,6.456345499094434,5,3.86901812131502,0,0.0826929638709897,0.0826929638709897,0.1995961254921327,0.1559502880327391,0.0826929638709897,0.1559502880327391,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100617,Karataş Mahallesi,Bilinmeyen İlçe,100,10,520.2738208717287,39.04405140825191,0.0033138402089372,0.0043323209109831,5.527511169645152,9,3.940175664554837,0,0.1227851926842854,0.1227851926842854,0.1050726543732008,0.1397014450940067,0.1227851926842854,0.1397014450940067,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100618,Özlüce Mahallesi,Bilinmeyen İlçe,100,49,488.133587720198,42.001386274723735,0.0027455117358046,0.002102456467029,5.077404589515126,22,4.604152661489973,1,0.1287802389644669,0.1287802389644669,0.2295073245422842,0.2765224044357924,0.1287802389644669,0.2765224044357924,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100619,Teberik Mahallesi,Bilinmeyen İlçe,764,13,507.6288068129184,42.26950556546733,0.003580603835879,0.0032817169742851,7.526569004737409,0,3.31285840655828,1,0.2139519958229627,0.2139519958229627,0.257957676648732,0.199577545488158,0.2139519958229627,0.199577545488158,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100620,Hançılı Mahallesi,Bilinmeyen İlçe,100,10,537.0968128102093,39.83562690794044,0.0033410390978701,0.0038271869796968,2.974583966676737,23,3.705881383082045,4,0.1370173795852652,0.1370173795852652,0.3014935002417993,0.3246406063741972,0.1370173795852652,0.3246406063741972,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100621,Karatepe Mahallesi,Bilinmeyen İlçe,40407,3383,221.51320901881624,51.24778338038168,0.0027298118305064,0.0030992580390844,4.203109450021266,10,3.983680943031618,1,0.0720282110436887,0.0720282110436887,0.2998355224330646,0.2384924986961607,0.0720282110436887,0.2384924986961607,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100622,Demirtaş Mahallesi,Bilinmeyen İlçe,1043,10,423.6768897226317,41.60719285774682,0.0037427386846362,0.0024762814071146,4.558542486083267,1,3.304327196793953,2,0.1983478322672408,0.1983478322672408,0.2295793474670243,0.2148955877894287,0.1983478322672408,0.2148955877894287,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100623,Kınık Mahallesi,Bilinmeyen İlçe,14405,1065,508.7752730499881,38.692126589208485,0.0023057448755413,0.0030537579904336,0.1,15,4.191219939004651,3,0.0976425086110021,0.0976425086110021,0.1898497979529994,0.2921920493790901,0.0976425086110021,0.2921920493790901,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100624,Satılar Mahallesi,Bilinmeyen İlçe,7807,1052,355.13325663172003,36.68508761903492,0.0029248739879916,0.0034796934893396,6.432661968576562,48,3.936519846060427,1,0.1512120121312738,0.1512120121312738,0.1623040381145982,0.0865936116407748,0.1512120121312738,0.0865936116407748,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100625,Mahmutlar Mahallesi,Bilinmeyen İlçe,26781,2122,612.531390785728,47.68322344697435,0.0031707797367239,0.003697064447946,5.807953530110931,8,3.2745491888538947,0,0.122465743674208,0.122465743674208,0.0727342059983465,0.1882739092086341,0.122465743674208,0.1882739092086341,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100626,Elmapınar Mahallesi,Bilinmeyen İlçe,22392,1652,408.85859654759855,46.95313338918008,0.0022616713882409,0.0040289005037709,3.935712219653796,11,3.4628364784623216,0,0.1689023130213941,0.1689023130213941,0.1180309656453109,0.2441647253626926,0.1689023130213941,0.2441647253626926,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100627,Afşar Mahallesi,Bilinmeyen İlçe,24898,1948,362.1279785190468,17.932688612041268,0.0039210000747672,0.0035556954267524,3.784013405663505,11,3.226000324955321,0,0.1809949236883115,0.1809949236883115,0.2429301369978883,0.3326413835609458,0.1809949236883115,0.3326413835609458,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100628,Yurtyenice Mahallesi,Bilinmeyen İlçe,21977,2269,508.0042349095264,49.223340764214605,0.0039870393438725,0.0036886316296711,4.62554535698624,25,4.236152071136566,0,0.1260017678643895,0.1260017678643895,0.2602760853797034,0.1645217216672632,0.1260017678643895,0.1645217216672632,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100629,Uyarca Mahallesi,Bilinmeyen İlçe,100,10,462.3861954589668,31.00569841393842,0.0025177768648012,0.0034744413682616,7.89682334024478,21,3.885761535611034,0,0.159424319038021,0.159424319038021,0.1839766431335308,0.1704249035030448,0.159424319038021,0.1704249035030448,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100630,Kargın Mahallesi,Bilinmeyen İlçe,100,10,564.1746523155234,55.160224241140185,0.0030328943243244,0.0043314657235949,4.679851026783391,12,3.816953194539667,1,0.1437539202338217,0.1437539202338217,0.2620108523164962,0.2427489058660282,0.1437539202338217,0.2427489058660282,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100631,Akkuzulu Mahallesi,Bilinmeyen İlçe,24955,2157,395.52977960325904,26.20542602940105,0.0030743903174036,0.0034143718475875,5.174782857840244,14,4.57507209804997,0,0.0834886872179331,0.0834886872179331,0.2078700042415548,0.1867459849447336,0.0834886872179331,0.1867459849447336,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100632,Buğra Mahallesi,Bilinmeyen İlçe,12365,1049,477.28269809418657,34.54760442650263,0.0023669044901935,0.0043769126224248,6.224165001607565,10,3.93113390237622,1,0.2416475262976877,0.2416475262976877,0.1388108207278776,0.1928995025675707,0.2416475262976877,0.1928995025675707,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100633,Gökçeören Mahallesi,Bilinmeyen İlçe,19500,1402,443.0695153225418,47.02291476241679,0.0032946000661162,0.0029211841595355,5.747549749804479,20,3.832395655005809,1,0.2044669654658346,0.2044669654658346,0.1567839770357411,0.1039624494089972,0.2044669654658346,0.1039624494089972,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100634,Alibeyli Mahallesi,Bilinmeyen İlçe,21663,1809,426.3005853810959,28.987577659417184,0.0034135511908816,0.0027459928136835,6.985754936377375,19,3.362662583595545,0,0.1562980707439319,0.1562980707439319,0.3804103971899528,0.2222204160397307,0.1562980707439319,0.2222204160397307,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100635,Karalar Mahallesi,Bilinmeyen İlçe,3643,52,478.4701341367872,38.15457360423485,0.0037870733930162,0.0033270463596665,3.325238420635066,23,4.077584567815049,0,0.1584325683805097,0.1584325683805097,0.285463274128594,0.2109263619234396,0.1584325683805097,0.2109263619234396,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100636,Gökdere Mahallesi,Bilinmeyen İlçe,15721,1372,335.1465983459667,50.455411596748434,0.0029447335462566,0.0038537932287427,0.3887089895915681,31,3.453076506868136,0,0.2770670516015263,0.2770670516015263,0.238281546341747,0.2603846624015933,0.2770670516015263,0.2603846624015933,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100637,Samanlık Mahallesi,Bilinmeyen İlçe,100,60,419.3314743417314,42.141636063955616,0.002967613870101,0.0035464678263414,3.900150335071309,9,3.886181754208228,0,0.1971857752878022,0.1971857752878022,0.2336712698805246,0.0907668271003255,0.1971857752878022,0.0907668271003255,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100638,Yalım Mahallesi,Bilinmeyen İlçe,5685,805,430.13355456360864,21.53800301102621,0.0034072333663742,0.003036244907645,5.428857860824895,13,4.328501069641063,0,0.1414358337767906,0.1414358337767906,0.2310770093305171,0.1213070517260791,0.1414358337767906,0.1213070517260791,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100639,Gölköy Mahallesi,Bilinmeyen İlçe,13865,985,494.826489520356,60.65448968346388,0.002606713954221,0.0036661861666119,1.4889888225907448,19,3.534285860060093,0,0.1187582690782758,0.1187582690782758,0.3122901891713726,0.1326647012724258,0.1187582690782758,0.1326647012724258,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100640,Şeyhmahmut Mahallesi,Bilinmeyen İlçe,12085,692,474.9306751367218,45.82213970451532,0.0021892449542055,0.0028301238731569,2.408039958704463,13,3.380754616150867,2,0.2189245111076364,0.2189245111076364,0.1532912908303422,0.1660437721464557,0.2189245111076364,0.1660437721464557,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100641,Ahikemal Şenyurt Mahallesi,Bilinmeyen İlçe,10397,1173,414.46436120467695,33.53878089739925,0.0032390702877779,0.0032113856371447,5.305051765795233,0,4.464298982766978,2,0.0826145384845298,0.0826145384845298,0.2466192675125042,0.1832942309285916,0.0826145384845298,0.1832942309285916,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100642,Halilağa Tabakhane Mahallesi,Bilinmeyen İlçe,26366,2615,395.4851279644333,43.395430866221865,0.0024568040610612,0.0037508198411304,3.4436370432490007,27,3.7699641794116254,0,0.1523239334602394,0.1523239334602394,0.1709981630058404,0.2444791890144748,0.1523239334602394,0.2444791890144748,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100643,Çanşa Kale Mahallesi,Bilinmeyen İlçe,18433,1777,346.3791902929963,49.57814584090356,0.0042527244526784,0.0032741794554115,8.79029722421794,12,3.388277078731608,0,0.1347183778796602,0.1347183778796602,0.3123350061600643,0.2395604597041467,0.1347183778796602,0.2395604597041467,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100644,Ahiler Yenice Mahallesi,Bilinmeyen İlçe,22598,1884,517.2298234886462,48.5853220817765,0.0035745140314991,0.0031882204723504,7.067258405557823,9,3.752869631003147,0,0.141118648118835,0.141118648118835,0.1104191689915758,0.1366805504844524,0.141118648118835,0.1366805504844524,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100645,Cumasaray Mahallesi,Bilinmeyen İlçe,7133,636,515.7739635637859,34.977155522386944,0.0025590196178664,0.0027786426069986,5.960127235808208,28,4.179899080386886,0,0.1854966374073618,0.1854966374073618,0.2915477063677706,0.2504964322255035,0.1854966374073618,0.2504964322255035,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100646,Halitcevriaslangil Mahallesi,Bilinmeyen İlçe,23759,2017,396.4919164874268,45.48500945492728,0.0028817468122712,0.002105397503993,5.780556954119092,7,3.662483576943894,2,0.1503010567908345,0.1503010567908345,0.2151938206738947,0.1812994468540859,0.1503010567908345,0.1812994468540859,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100647,Yenidoğan Yeşilyurt Mahallesi,Bilinmeyen İlçe,100,10,486.427148179346,39.36073259685499,0.0034714693099486,0.0035906269741725,4.295092536724517,36,3.7718289293860856,1,0.2081500484852652,0.2081500484852652,0.3242412527321349,0.2125095182345348,0.2081500484852652,0.2125095182345348,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100648,Gümüşpınar Mahallesi,Bilinmeyen İlçe,100,11,529.1349409107995,44.388360139579575,0.0032229194376146,0.0026388715330212,3.559089858649882,19,3.923114983036068,1,0.2107333390066451,0.2107333390066451,0.2513099393545035,0.1407834358099066,0.2107333390066451,0.1407834358099066,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100649,Aktepe Mahallesi,Bilinmeyen İlçe,100,94,464.9946419113877,33.30987921542122,0.002190413471742,0.0038148697572043,4.468159851608896,20,4.359214559123528,0,0.0429284559840147,0.0429284559840147,0.2355211307188542,0.2374044784397016,0.0429284559840147,0.2374044784397016,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100650,Tilkiköy Mahallesi,Bilinmeyen İlçe,8825,590,475.1572225242893,63.51351574787402,0.0028413254163017,0.0035694437606726,6.693851162425361,9,4.181827260990614,0,0.0710479944441035,0.0710479944441035,0.2192654667434419,0.1542719930891541,0.0710479944441035,0.1542719930891541,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100651,Arkbürk Mahallesi,Bilinmeyen İlçe,45398,3866,491.66541049409966,50.289915886654505,0.0022893250273407,0.004376145954561,0.1,7,3.6622904980463296,0,0.1790861682485253,0.1790861682485253,0.1593465203302351,0.2345779791824306,0.1790861682485253,0.2345779791824306,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100652,Eskiköy Mahallesi,Bilinmeyen İlçe,43788,3627,512.1761398728116,29.73848353096204,0.0021566211172752,0.0039569702346614,6.092146343616536,10,4.311865792407618,2,0.0617755515171547,0.0617755515171547,0.3017523618605253,0.158933575874829,0.0617755515171547,0.158933575874829,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100653,Çiftlikköy Mahallesi,Bilinmeyen İlçe,100,10,546.4343235339314,50.37414515595199,0.0024438362651647,0.00291612129205,7.549367699358973,3,3.952788597092602,0,0.1191964392331838,0.1191964392331838,0.22736189784154,0.2631661363766951,0.1191964392331838,0.2631661363766951,3,3,0.9246139203609904,0.7311534800902476,0.0,0.07538607963900955,0.9246139203609904,0.0,0.0,0.7311534800902476
100654,Kızılkaya Mahallesi,Bilinmeyen İlçe,18034,1861,427.5869360910755,47.4488171441504,0.0021065943890931,0.0049458293465379,6.5878930669425095,12,3.7222624368101447,0,0.1376488463181365,0.1376488463181365,0.1629045271618926,0.2336883577895679,0.1376488463181365,0.2336883577895679,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100655,Akkaynak Mahallesi,Bilinmeyen İlçe,18794,1538,501.8000116814775,27.933101200073985,0.0028220325414565,0.0043239388028918,5.136644259879635,16,4.491783975790321,1,0.0800328917075614,0.0800328917075614,0.2240113658801163,0.2515778472112908,0.0800328917075614,0.2515778472112908,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100656,Karahüyük Mahallesi,Bilinmeyen İlçe,100,10,477.8054990711359,47.00975751846713,0.0035604682562031,0.0042848142934697,4.865106882889636,26,3.6973085469652553,2,0.1951045655794134,0.1951045655794134,0.3520099523728914,0.3484375268250029,0.1951045655794134,0.3484375268250029,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100657,Kılçak Mahallesi,Bilinmeyen İlçe,14864,1029,434.49495288396486,37.973557380387525,0.0030742489033139,0.0037354381283692,5.725938584793336,22,3.8592269143077744,2,0.0387352048611612,0.0387352048611612,0.2908428302760989,0.2121043192877626,0.0387352048611612,0.2121043192877626,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
